FTR,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HTGD,ATGD,DiffFormPts,DiffLP
H,1.090909091,1.03030303,D,W,W,L,W,D,-0.4848484848,-0.5757575758,0.09090909091,11
H,0.9696969697,1.03030303,L,L,L,L,D,L,-0.3939393939,-0.5757575758,-0.1212121212,-3
H,1.151515152,0.7575757576,L,L,W,D,L,D,0.1515151515,-0.9393939394,0.09090909091,-9
H,1.242424242,0.9090909091,W,L,W,D,L,L,0.06060606061,-0.4545454545,0.2424242424,-1
NH,2.121212121,1.848484848,W,W,W,W,W,W,1.151515152,0.7878787879,0,1
NH,2.03030303,1.575757576,W,W,L,D,W,L,1.060606061,0.3939393939,0.1212121212,-3
H,2.242424242,1.121212121,W,W,W,W,D,D,1.060606061,-0.3939393939,0,-7
NH,1.121212121,1.606060606,L,W,D,D,L,L,-0.303030303,0.1818181818,0.09090909091,10
NH,1.558823529,1.205882353,D,D,W,W,L,L,0.3823529412,0.2058823529,0.05882352941,-4
H,1.294117647,1.147058824,D,W,L,W,D,W,0.1470588235,-0.4411764706,0,-1
NH,1,2.088235294,L,L,D,D,W,W,-0.5882352941,1.117647059,-0.3235294118,14
H,2.264705882,1.294117647,W,W,W,W,W,L,1.117647059,0.08823529412,0,-10
H,0.7352941176,1.029411765,L,D,L,W,L,L,-0.9705882353,-0.3529411765,0,3
NH,1.323529412,2,D,L,W,D,W,W,0.02941176471,1.029411765,-0.1176470588,8
H,1.823529412,0.9117647059,D,W,W,D,W,L,0.7647058824,-0.6470588235,0.2352941176,-10
H,1,1.205882353,L,L,W,L,L,L,-0.5882352941,-0.2058823529,-0.05882352941,-7
NH,0.8823529412,1.088235294,L,D,L,L,W,D,-0.4705882353,-0.4411764706,-0.1764705882,4
H,2,1.294117647,D,W,W,D,W,L,1.029411765,0.1470588235,0,-15
H,1.257142857,1.057142857,W,W,L,W,L,L,0.2285714286,-0.5142857143,0.05714285714,2
NH,0.8857142857,2.285714286,L,D,W,W,W,W,-0.6857142857,1.142857143,-0.3142857143,12
NH,1.085714286,1.857142857,D,L,W,W,D,W,-0.4285714286,0.8,-0.2,5
NH,1.114285714,1.285714286,L,W,D,L,D,L,-0.4571428571,0,0.1428571429,8
H,1.257142857,0.8,L,W,W,W,L,D,0,-0.8571428571,0.1142857143,-7
NH,1.2,1.085714286,D,L,L,D,L,L,-0.2,-0.3142857143,-0.02857142857,-2
H,2.114285714,0.8857142857,W,D,W,D,L,D,1.142857143,-0.4571428571,0.3142857143,-8
NH,1,1.514285714,L,W,L,L,D,D,-0.4285714286,0.3428571429,-0.05714285714,10
H,1.571428571,0.9714285714,D,D,D,L,L,L,0.1714285714,-0.6285714286,0.05714285714,-12
H,1.057142857,1.085714286,W,L,L,D,L,W,-0.5142857143,-0.4285714286,0.02857142857,-1
NH,1.083333333,0.9722222222,D,D,L,L,L,W,-0.3055555556,-0.4722222222,0.05555555556,1
NH,1.555555556,1.305555556,W,L,D,W,L,W,0.3888888889,0.02777777778,-0.02777777778,-6
H,1.305555556,1.611111111,L,W,D,W,D,D,0.1111111111,0.1944444444,0.02777777778,11
NH,0.9444444444,1.083333333,L,L,L,L,L,W,-0.6388888889,-0.4722222222,-0.1666666667,0
H,0.7777777778,1.166666667,L,W,L,L,D,L,-0.8611111111,-0.25,0.08333333333,4
NH,1.333333333,2.138888889,W,L,D,W,W,D,0.02777777778,1.194444444,-0.1666666667,6
NH,1.888888889,2.055555556,W,W,D,W,W,D,0.8611111111,1.055555556,0,1
H,2.305555556,1.305555556,W,W,W,W,W,W,1.166666667,0.2777777778,0.1666666667,-8
H,0.8611111111,0.8611111111,L,D,L,L,L,D,-0.5277777778,-0.7222222222,-0.05555555556,-1
NH,1.166666667,2.305555556,L,D,L,W,W,W,-0.25,1.166666667,-0.3888888889,13
NH,1.081081081,0.9189189189,D,D,D,L,L,L,-0.2972972973,-0.6486486486,0.08108108108,-2
H,1.540540541,1.297297297,D,W,L,L,W,L,0.3783783784,-0.05405405405,0.05405405405,-5
NH,2.324324324,1.837837838,W,W,W,L,W,W,1.162162162,0.7567567568,0.1351351351,-2
NH,0.8378378378,1.567567568,L,L,L,L,W,D,-0.7567567568,0.1351351351,-0.05405405405,7
NH,0.9189189189,1.351351351,W,L,D,W,L,W,-0.4594594595,0.1621621622,-0.1351351351,-5
H,1.135135135,1.135135135,W,L,L,L,L,D,-0.4324324324,-0.2702702703,0.1621621622,4
H,1.297297297,1.27027027,D,W,L,L,W,W,0.02702702703,0.2162162162,0.02702702703,2
H,2.081081081,1.081081081,W,W,W,W,L,W,1.108108108,-0.4864864865,0.1891891892,-5
NH,0.8378378378,2.162162162,W,L,W,W,W,W,-0.7837837838,1.243243243,-0.1621621622,14
H,1.027027027,0.972972973,L,L,D,D,L,L,-0.5405405405,-0.4594594595,0,-7
H,1.815789474,1.184210526,D,L,W,W,W,L,0.7368421053,-0.3684210526,-0.02631578947,-15
H,1.552631579,0.8947368421,D,L,W,L,W,L,0.1315789474,-0.4736842105,0.05263157895,-6
NH,1.052631579,0.8157894737,L,W,L,L,W,L,-0.5263157895,-0.8157894737,0,-11
NH,1.394736842,1.578947368,W,W,L,W,D,W,0.1842105263,0.4210526316,0.05263157895,12
NH,0.9210526316,2.289473684,D,L,L,D,W,W,-0.6315789474,1.131578947,-0.3157894737,17
H,2.184210526,1.342105263,W,W,W,W,D,W,1.263157895,0.05263157895,0.07894736842,-7
H,1.236842105,1.078947368,L,L,W,D,D,D,0.1842105263,-0.2894736842,0.1315789474,-7
NH,0.9473684211,2.105263158,L,D,L,W,W,W,-0.5,1.131578947,-0.2368421053,13
H,1.263157895,0.8421052632,L,L,W,D,L,L,-0.1052631579,-0.7368421053,0.05263157895,-3
H,1.105263158,1.078947368,L,L,L,W,L,L,-0.3157894737,-0.4736842105,-0.07894736842,6
H,1,1.5,D,L,W,W,L,W,-0.5,0,-0.5,-4
H,2.25,1,W,W,W,D,W,L,1.5,0,1.25,-10
NH,0.75,0.75,L,W,L,W,L,L,-0.5,-1,0,1
H,1.5,0.75,W,W,L,L,L,W,0.5,-0.75,0.75,-1
H,0.75,0.75,W,L,L,L,L,W,-1.25,-1,0,-6
NH,0,2.25,L,L,L,W,W,W,-1.25,1,-2.25,4
H,0.25,0.75,D,L,L,L,W,L,-0.75,-0.5,-0.5,-3
H,0.75,1.5,L,W,L,W,W,L,0.25,0,-0.75,-16
H,2.25,1.5,W,W,W,L,W,W,1,1.75,0.75,6
NH,0,0,L,L,L,L,L,L,-1.25,-0.75,0,1
NH,1.4,2.4,W,D,L,W,W,W,-0.2,1.6,-1,9
H,1.2,0.8,L,W,L,D,W,L,-0.2,-0.8,0.4,-1
NH,2.4,1.8,W,W,W,W,W,L,1.4,1.2,0.6,7
H,0.6,0.8,L,L,L,L,D,L,-1,0,-0.2,2
NH,0.8,1.8,L,D,W,W,W,W,-0.2,0.6,-1,12
H,1.2,0.6,W,L,L,L,W,L,-0.4,-1.2,0.6,2
H,1.2,0.6,L,L,W,L,L,L,1,-1,0.6,-7
H,1.8,0,W,W,W,L,L,L,0.6,-1.2,1.8,-8
NH,0.6,1.4,W,L,L,W,D,L,-0.4,-0.2,-0.8,1
H,1.2,1.2,L,W,W,L,W,L,-0.6,-0.2,0,2
NH,0.6666666667,0.6666666667,L,D,W,L,L,D,-1.166666667,-0.3333333333,0,-1
NH,0.6666666667,1.5,L,L,D,W,W,L,-0.1666666667,1,-0.8333333333,7
H,2.5,2,W,W,W,L,W,W,1.5,0.8333333333,0.5,-5
H,1,0.6666666667,W,L,W,L,W,D,-0.5,-0.6666666667,0.3333333333,-10
H,2,2,W,W,W,L,W,W,1.333333333,0.8333333333,0,-9
H,0.6666666667,1,L,D,L,L,W,L,-0.6666666667,-0.5,-0.3333333333,11
NH,0.6666666667,0.6666666667,L,L,D,D,W,L,-0.3333333333,-0.3333333333,0,5
H,0.6666666667,2,L,W,D,W,W,W,-0.6666666667,0.8333333333,-1.333333333,9
NH,1,1.5,L,W,L,W,L,L,-0.5,1.5,-0.5,3
H,1.5,0.6666666667,W,W,L,L,D,W,1,-1.166666667,0.8333333333,-15
NH,0,1.285714286,L,L,L,W,W,L,-1.285714286,-0.2857142857,-1.285714286,9
NH,1.142857143,2.142857143,D,L,W,W,W,W,-0.2857142857,1.285714286,-1,11
H,1.714285714,1.285714286,L,L,W,W,L,L,0.2857142857,-0.7142857143,0,-10
H,0.8571428571,2.571428571,L,W,L,W,W,W,-1.142857143,1.714285714,-1.714285714,8
H,1.285714286,1,L,W,L,W,L,D,0,-0.4285714286,-0.1428571429,-2
H,2.142857143,0.5714285714,W,L,W,L,L,L,1,-0.4285714286,1.571428571,1
NH,1,1.714285714,W,D,W,L,L,W,-0.1428571429,0.2857142857,-0.2857142857,5
H,1.285714286,1,W,L,L,W,L,L,-0.7142857143,-0.1428571429,0.2857142857,0
H,0.5714285714,0.8571428571,L,L,D,L,W,L,-1.142857143,-1.142857143,0.1428571429,6
NH,2.142857143,1.285714286,W,W,W,L,W,L,1.285714286,0,0.8571428571,-15
NH,0.875,0,L,W,L,L,L,L,-0.75,-1.25,0.5,4
H,1.875,0.875,W,W,W,L,W,L,1.75,-0.875,0.25,-11
H,2.25,1.875,L,W,W,W,W,W,1.25,1.5,0,1
NH,1.25,1,D,W,W,L,D,L,-0.25,-0.5,0.625,-7
NH,0.625,0.875,D,L,L,D,L,L,-0.375,-0.5,-0.25,2
NH,1.625,2,D,L,W,D,W,L,0.5,0.875,0,-4
H,1.875,0.875,W,W,W,L,W,L,1.75,-0.25,0.625,-14
H,1.625,2.25,D,L,W,L,W,W,0.5,1.25,-0.25,3
NH,1.25,0.875,D,W,W,L,W,L,-0.25,-0.75,0.75,-13
H,2.25,1,W,W,W,D,W,D,1.375,-0.125,0.875,-12
NH,0.3333333333,1.777777778,W,L,L,D,W,L,-1,0.7777777778,-0.4444444444,6
H,1,0.5555555556,D,L,D,L,D,L,-0.4444444444,-0.4444444444,0.4444444444,3
H,1.444444444,1.666666667,D,W,L,L,W,W,0.3333333333,1.111111111,-0.5555555556,14
H,1.111111111,1.333333333,W,L,W,W,L,W,-0.6666666667,-1,0.3333333333,-3
NH,1,1.888888889,L,W,L,D,D,W,-0.7777777778,0.7777777778,-0.2222222222,1
H,1.111111111,0.7777777778,W,D,L,W,L,L,-0.2222222222,-1.333333333,0.3333333333,-10
H,0.7777777778,1.444444444,L,L,W,D,W,L,-0.3333333333,0.3333333333,-0.4444444444,2
NH,1.333333333,1,W,L,W,L,W,L,-1,-0.7777777778,0,7
H,2.333333333,1.111111111,W,L,W,W,L,W,1.333333333,-0.6666666667,0.3333333333,-12
NH,0.7777777778,0.3333333333,W,L,L,W,L,L,-1.333333333,-1,0.1111111111,3
NH,1.9,1.2,W,D,W,W,D,L,0.8,-0.3,0.2,-4
NH,0.8,1.7,D,L,L,D,W,D,-0.7,0.5,-0.4,12
H,1.1,1.1,W,L,D,L,D,D,-0.1,-0.3,0,8
H,1.5,2.2,L,L,W,W,D,W,0.9,1.2,-0.4,1
NH,1.8,1.1,D,D,D,D,W,D,0.7,-0.2,0.1,3
NH,0.6,1.9,D,L,D,D,W,W,-0.4,1.6,-1.1,5
H,1.9,1.9,D,W,W,W,D,W,1.6,0.8,0.6,-4
NH,1.1,2.1,W,L,D,L,W,L,-0.1,1.1,-0.1,10
H,1.2,0.7,L,W,L,L,W,L,-1,-1.4,0.3,1
NH,1.1,1.7,L,D,D,D,W,D,-0.3,0.5,0,-1
H,1.272727273,1.636363636,W,D,W,W,L,L,0,1,-0.09090909091,5
H,2,0.9090909091,L,W,D,L,L,W,0.9090909091,-1.181818182,0.3636363636,-14
H,0.3636363636,1.181818182,D,L,W,W,D,L,-0.9090909091,-0.4545454545,-0.2727272727,3
NH,1.363636364,0.8181818182,W,W,D,D,D,L,-0.1818181818,-0.6363636364,0.2727272727,-6
NH,1.454545455,0.6363636364,L,W,D,D,D,L,0.2727272727,-0.3636363636,0.3636363636,7
NH,0.9090909091,1.727272727,W,L,L,D,D,D,-0.3636363636,0.6363636364,-0.09090909091,8
H,0.6363636364,1.636363636,D,D,L,D,D,W,-0.3636363636,0.4545454545,-0.2727272727,3
H,1.636363636,1,D,D,W,L,W,L,0.4545454545,-0.4545454545,-0.09090909091,-7
H,0.9090909091,0.3636363636,L,L,W,D,L,W,-1.181818182,-0.9090909091,0.1818181818,1
NH,1.727272727,1.090909091,D,D,D,L,L,W,0.6363636364,-1.090909091,0.09090909091,-8
H,1.583333333,1.416666667,L,L,W,D,L,W,0.3333333333,0.25,-0.08333333333,-8
NH,0.8333333333,2.083333333,D,D,D,W,W,D,-0.5833333333,1.833333333,-0.8333333333,14
H,2.25,2.083333333,W,W,L,W,L,W,1.666666667,1,-0.08333333333,2
H,0.6666666667,1.333333333,L,D,L,D,W,W,-1.333333333,-0.1666666667,-0.3333333333,5
NH,0.8333333333,1.25,W,D,D,W,D,L,-0.25,-0.1666666667,0,4
NH,1.083333333,1.25,L,W,D,D,W,D,-0.75,0,-0.1666666667,4
NH,1.5,0.9166666667,L,W,L,D,W,L,0.75,-0.3333333333,0.1666666667,-16
H,0.9166666667,1.25,D,W,L,D,W,D,-0.3333333333,0,-0.4166666667,11
NH,1.25,1.5,W,L,L,L,D,D,-0.8333333333,0.3333333333,0,12
H,2.25,0.8333333333,W,W,L,D,D,D,1.666666667,-0.5833333333,0.5,-15
NH,0.8461538462,0.7692307692,W,L,D,L,W,D,-1.153846154,-0.3076923077,0.1538461538,8
NH,1.461538462,1.615384615,D,L,W,D,D,D,0.6923076923,0.5384615385,-0.07692307692,-8
H,1.923076923,1.153846154,L,W,L,L,W,D,0.8461538462,-0.3846153846,0.1538461538,-4
H,1.307692308,1.923076923,L,D,L,L,W,W,0.07692307692,1.615384615,-0.3846153846,12
NH,0.8461538462,1.230769231,L,L,L,W,W,L,-0.8461538462,-0.6923076923,-0.4615384615,-2
H,1.230769231,0.5384615385,L,D,W,L,W,D,-0.2307692308,-0.6153846154,0.07692307692,-2
H,1.692307692,1.076923077,W,L,L,D,L,W,0.4615384615,-0.6923076923,0.1538461538,-3
H,1.153846154,1.230769231,L,D,W,W,W,L,-0.07692307692,-0.6923076923,-0.07692307692,-8
H,0.8461538462,1.153846154,W,L,D,L,W,D,-1.153846154,-0.3846153846,0.1538461538,12
NH,1.615384615,1.692307692,W,L,D,W,L,L,0.6153846154,0.4615384615,0.07692307692,-2
NH,1.142857143,1.357142857,L,W,W,W,L,D,-0.8571428571,-0.1428571429,-0.2857142857,3
NH,1.285714286,0.8571428571,W,L,D,D,L,L,0.1428571429,-0.7857142857,0.2857142857,-6
NH,1.571428571,0.8571428571,D,D,D,D,W,L,0.5,-1.071428571,0,-7
NH,0.5,2,L,L,W,W,L,W,-0.6428571429,1,-0.3571428571,13
H,0.7857142857,1.214285714,D,L,W,D,D,W,-0.2857142857,-0.7142857143,0.07142857143,-9
H,1,1.428571429,L,D,L,W,L,D,-1.214285714,0.1428571429,-0.1428571429,-5
NH,1.785714286,2.357142857,L,L,W,W,W,W,1.285714286,1.785714286,-0.3571428571,1
NH,1.071428571,1.428571429,L,L,W,D,D,L,-0.4285714286,0.6428571429,-0.07142857143,3
NH,0.7142857143,1.071428571,L,L,D,W,D,D,-1,-0.2142857143,-0.3571428571,0
H,1.785714286,1.357142857,L,L,W,W,L,D,1.285714286,-0.1428571429,-0.2142857143,-8
H,1.533333333,1,D,D,W,W,D,W,0.5333333333,-0.9333333333,-0.1333333333,-11
NH,1.133333333,1.533333333,D,L,W,W,D,D,-0.8,0.7333333333,-0.06666666667,13
H,1.666666667,2.4,W,D,D,W,W,W,0.5333333333,1.866666667,-0.5333333333,7
H,0.4666666667,1.133333333,L,L,L,L,D,D,-0.8,-0.8,-0.06666666667,-4
NH,0.9333333333,2.066666667,W,D,L,W,W,L,-0.1333333333,1.133333333,-0.06666666667,8
NH,1.133333333,1.2,W,L,D,W,W,D,-1.066666667,-0.1333333333,-0.2666666667,-7
H,0.6666666667,0.8,L,L,L,L,D,L,-1,-0.8,0.06666666667,5
NH,1,1.733333333,L,L,L,D,W,W,-0.5333333333,0.9333333333,-0.2,-3
H,1.266666667,1.333333333,D,W,L,L,W,L,0.1333333333,0.06666666667,0.2666666667,-9
H,1.2,0.9333333333,W,W,D,W,D,L,-0.1333333333,-0.1333333333,0.2,9
NH,0.8125,1.625,D,L,D,D,W,D,-0.75,0.5,-0.3125,3
NH,1.0625,1.375,L,L,D,W,D,W,-0.875,0.1875,-0.1875,11
NH,2.25,1,L,W,W,D,L,L,1.6875,-0.5,0.5,-2
NH,1,1.125,D,W,D,D,D,L,-0.875,-0.75,0,2
NH,2.125,1.625,W,W,W,W,D,D,1.3125,0.6875,0.25,-5
NH,1.25,1.0625,L,D,W,L,W,L,-0.25,-1.0625,0.0625,1
NH,1.25,0.625,L,L,W,W,L,L,0,-0.625,-0.125,2
NH,1.6875,0.8125,D,D,W,W,L,L,0.875,-0.875,0.25,-10
NH,1.5,1.9375,D,W,D,W,W,L,0.6875,1.3125,-0.1875,-2
H,1.3125,1.125,W,W,W,D,D,L,-0.0625,-0.75,0.1875,3
H,0.9411764706,0.8235294118,W,D,L,L,L,W,-0.5882352941,-0.4117647059,0.05882352941,4
H,2,0.9411764706,L,W,W,W,W,L,1.176470588,-0.7647058824,0.1764705882,-17
NH,1.235294118,1.705882353,D,L,L,W,W,D,0,0.7058823529,-0.4117647059,10
NH,1.058823529,1.882352941,D,L,L,D,W,W,-0.8235294118,1.235294118,-0.2352941176,14
H,2.176470588,0.6470588235,D,L,W,D,W,L,1.588235294,-0.5882352941,0.3529411765,-11
H,1.411764706,1.058823529,L,D,W,D,L,W,0.5882352941,-1,0.05882352941,-9
H,1.588235294,1.529411765,L,D,D,L,D,W,0.7647058824,0.2941176471,0.1176470588,-2
H,1.882352941,0.9411764706,D,W,W,L,D,W,1.235294118,-1,-0.05882352941,-13
H,1.705882353,1.235294118,W,W,D,D,L,D,0.7058823529,-0.2352941176,0.3529411765,-6
NH,1.117647059,1.588235294,D,D,D,L,D,D,-0.7058823529,0.7647058824,-0.1176470588,7
H,1.444444444,2.055555556,W,D,W,W,L,W,0.3333333333,1.277777778,-0.05555555556,6
H,1.611111111,1.166666667,W,L,D,L,D,L,0.3333333333,-0.1111111111,0.2222222222,-6
H,0.6111111111,1.5,L,D,W,W,L,D,-0.6111111111,0.6111111111,-0.2222222222,12
NH,1,1.5,D,D,D,W,W,W,-0.4444444444,0.05555555556,-0.6666666667,-13
NH,0.7777777778,2.222222222,L,L,L,W,D,L,-0.5,1.555555556,-0.3333333333,6
H,0.8888888889,1.055555556,L,W,W,D,D,L,-0.8888888889,-0.7777777778,0.1666666667,0
NH,1.5,2.222222222,W,W,W,W,D,L,0.05555555556,1.555555556,0.2777777778,15
NH,1.055555556,0.9444444444,D,D,L,D,W,D,-0.7777777778,-0.5555555556,-0.1666666667,5
NH,1.444444444,1.666666667,W,D,W,W,L,D,0.3333333333,0.8888888889,0.1666666667,-1
H,1.5,0.8888888889,W,L,D,L,W,W,0.6111111111,-0.8888888889,0.1111111111,-16
H,1.684210526,1.105263158,W,W,L,L,L,D,0.4210526316,-0.3684210526,0.4210526316,-2
NH,1.105263158,1,L,L,D,D,D,D,-0.1578947368,-0.4210526316,-0.1578947368,11
H,0.7894736842,0.7368421053,D,L,L,W,L,D,-0.4736842105,-0.4736842105,-0.1578947368,-5
NH,1,1,D,L,D,L,L,D,-0.9473684211,-0.7894736842,0.1052631579,-4
H,2,1.842105263,W,W,D,W,W,W,1.421052632,0.7894736842,0,-2
NH,0.8947368421,1.947368421,L,D,L,L,W,L,-1.052631579,1.052631579,-0.2105263158,16
NH,1,1.105263158,L,L,D,L,L,D,-0.7894736842,-0.1578947368,0.1052631579,-1
H,2.157894737,1.421052632,D,W,D,D,W,D,1.473684211,0.3157894737,-0.05263157895,-4
H,1,1,D,D,D,L,D,D,-0.4210526316,-0.8421052632,0.1052631579,-13
NH,1.105263158,1.473684211,L,L,D,D,W,W,-0.3684210526,0.05263157895,-0.5789473684,-6
H,1.7,0.9,D,W,W,W,D,L,0.9,-0.35,0.2,-1
NH,0.95,1.75,L,W,L,W,W,W,-0.8,0.55,-0.05,8
NH,1.75,1.5,L,W,W,W,L,W,0.6,0.55,0.25,4
NH,0.9,0.85,L,D,D,L,L,D,-0.6,-1.1,0.2,-4
H,2,0.95,W,L,W,L,D,L,1.1,-1.15,0.35,-10
NH,0.7,2.05,L,W,L,W,W,W,-0.55,1.5,-0.3,10
H,1.05,1.35,L,L,L,L,D,W,-0.4,0.25,-0.35,5
NH,2.05,1.1,W,W,W,W,D,D,1.5,-0.3,0.3,-1
NH,1.45,2,D,D,W,W,L,W,0.05,1.1,0.1,17
H,1.75,1,W,W,W,D,L,L,0.55,-0.75,0.35,-5
H,2.142857143,1.095238095,W,D,D,D,D,L,1.380952381,-0.1428571429,0.2857142857,-13
H,1.095238095,1.80952381,D,W,D,W,W,W,-0.2857142857,0.6666666667,-0.2380952381,-5
H,2.047619048,0.9523809524,W,W,L,L,D,L,1.285714286,-0.8571428571,0.2857142857,-17
NH,1.142857143,1.571428571,W,L,L,W,W,L,-0.3333333333,0.5714285714,-0.2380952381,10
NH,1.761904762,0.8571428571,W,D,W,D,L,L,0.9523809524,-1.047619048,0.380952381,-9
NH,0.9047619048,1.047619048,L,L,W,W,L,D,-0.9047619048,-1,0.04761904762,7
NH,1.666666667,0.8571428571,L,L,W,L,W,D,0.5238095238,-0.4285714286,0.2380952381,-3
H,1,1.285714286,D,D,L,L,L,D,-0.7142857143,0.1904761905,-0.09523809524,8
NH,0.8571428571,2,L,L,D,D,W,W,-0.6666666667,1.428571429,-0.2857142857,9
H,2,0.8571428571,D,W,W,L,L,D,1.428571429,-0.6666666667,0.2857142857,-9
H,1.545454545,1.727272727,D,W,W,D,W,D,0.5454545455,0.9090909091,-0.04545454545,-6
H,2,0.8636363636,D,W,W,D,D,L,1.227272727,-1,0.3181818182,-16
H,0.9545454545,0.9090909091,W,L,L,L,L,D,-0.5909090909,-0.9545454545,0.1363636364,-5
NH,0.6818181818,0.8636363636,D,L,L,D,L,W,-0.6363636364,-0.4090909091,-0.04545454545,5
H,1.727272727,1.227272727,D,W,D,L,L,L,0.9090909091,0.09090909091,0.3181818182,1
NH,0.8636363636,1.545454545,L,L,L,D,W,W,-0.9545454545,0.5454545455,-0.3181818182,16
NH,1.636363636,2.045454545,D,L,L,W,D,W,0.5,1.454545455,-0.2727272727,2
H,0.9545454545,1,L,D,D,L,W,L,-0.8181818182,-1,-0.09090909091,4
H,2.181818182,1.5,W,W,D,D,W,D,1.545454545,0.09090909091,0.09090909091,-15
H,1.181818182,1.045454545,W,D,W,L,D,D,-0.1818181818,-0.3636363636,0.3181818182,-11
NH,1.434782609,1.652173913,L,D,W,L,D,W,-0.04347826087,0.7826086957,-0.08695652174,10
NH,0.8695652174,2.217391304,L,L,L,W,W,W,-0.9565217391,1.608695652,-0.4347826087,15
NH,1.173913043,1.608695652,L,L,L,D,D,L,0,0.4782608696,-0.1739130435,1
NH,0.8260869565,0.8695652174,L,D,D,D,L,L,-1.130434783,-0.9130434783,-0.08695652174,-1
H,1.608695652,0.9130434783,W,D,W,L,W,L,0.6086956522,-0.652173913,0.2608695652,-11
NH,0.8695652174,1.043478261,D,D,L,W,L,D,-0.3913043478,-0.6956521739,0.04347826087,-6
NH,0.9565217391,1.260869565,L,L,W,W,W,D,-1,-0.08695652174,-0.3043478261,6
NH,2.086956522,2.043478261,W,W,D,W,D,W,1.47826087,1.304347826,0.1304347826,3
H,1.782608696,0.652173913,W,L,W,L,D,L,0.6086956522,-0.6956521739,0.347826087,-4
NH,1,1.130434783,L,L,D,D,D,W,-0.4347826087,-0.3043478261,-0.1304347826,4
NH,0.8333333333,2.25,D,L,D,W,W,W,-1.083333333,1.583333333,-0.4166666667,14
H,1.125,0.625,L,L,L,L,L,D,-0.08333333333,-0.7083333333,-0.04166666667,-7
NH,0.9166666667,1.125,D,L,W,L,L,L,-0.625,-0.08333333333,0.1666666667,6
H,0.8333333333,0.875,L,L,L,D,D,D,-0.9583333333,-0.375,-0.2083333333,9
H,0.8333333333,1.708333333,D,L,D,L,W,L,-1.083333333,0.5416666667,-0.25,7
H,1.583333333,1.333333333,D,W,D,W,W,W,0.5833333333,-0.04166666667,-0.08333333333,-3
H,2.083333333,0.625,W,W,D,L,L,D,1.416666667,-0.7083333333,0.5,-13
H,1.208333333,1.125,W,D,D,W,W,L,-0.1666666667,-0.625,0,-3
NH,1,0.9583333333,D,L,L,D,L,L,-0.4166666667,-0.9583333333,-0.04166666667,5
NH,1.708333333,1.666666667,W,L,D,W,D,D,0.8333333333,0.5416666667,0.125,2
H,1.48,0.84,W,D,L,L,D,D,0,-0.88,0.24,0
H,2.2,1.96,D,W,W,L,D,W,1.52,1.28,0.2,-1
H,1.2,0.92,W,L,L,W,L,L,-0.04,-0.88,0,-11
H,1.76,0.88,W,L,W,L,D,L,0.6,-0.68,0.2,-3
NH,0.6,1,L,L,L,D,D,L,-0.88,-0.4,-0.08,-2
NH,0.96,1.2,D,D,L,D,W,D,-0.92,-0.16,-0.16,-1
H,1.96,1.64,L,D,W,W,D,W,1.28,0.64,-0.12,2
NH,1.64,2.12,D,W,D,W,W,W,0.52,1.44,-0.28,5
H,1.12,0.84,D,W,W,D,D,L,-0.6,-1.04,0.16,-2
H,1.28,2.2,L,W,W,D,W,W,-0.08,1.52,-0.12,2
H,0.9230769231,1.423076923,W,L,D,L,W,D,-0.3076923077,-0.07692307692,0.03846153846,-9
H,0.9230769231,1.653846154,W,L,D,D,D,W,-0.8076923077,0.7692307692,-0.03846153846,10
NH,1.192307692,1.730769231,D,D,W,D,W,L,-0.1538461538,0.5769230769,0,2
NH,0.9615384615,0.8846153846,D,D,D,D,L,D,-0.8846153846,-0.6538461538,-0.07692307692,-2
H,1.884615385,1,L,L,D,D,D,D,1.153846154,-0.3846153846,0.1538461538,-12
H,1.346153846,2.153846154,W,L,W,W,W,W,-0.03846153846,1.576923077,-0.03846153846,4
NH,0.6153846154,1.192307692,D,L,L,D,D,W,-0.8461538462,-0.1538461538,-0.1923076923,2
H,0.9230769231,0.9230769231,W,L,D,W,D,D,-0.3076923077,-0.9615384615,0,-8
NH,0.9230769231,2.230769231,W,L,D,W,D,W,-0.8076923077,1.538461538,-0.3076923077,15
H,1.615384615,0.8846153846,D,D,W,L,W,L,0.5,-0.9615384615,0.1538461538,-12
H,1.148148148,0.8518518519,W,L,D,L,D,L,-0.6296296296,-0.7407407407,0.2962962963,2
H,1.259259259,1.37037037,W,D,W,L,L,W,0.07407407407,-0.1111111111,0.1111111111,-11
NH,1.703703704,1.62962963,D,D,W,L,W,W,0.5555555556,0.5925925926,-0.07407407407,8
NH,0.9259259259,1.592592593,L,D,D,L,D,D,-0.962962963,0.7037037037,-0.07407407407,3
H,2.111111111,1,D,W,W,W,W,L,1.518518519,-0.1851851852,0.1851851852,-8
H,1.37037037,0.9259259259,L,L,W,L,D,D,-0.1111111111,-0.962962963,0.03703703704,7
H,0.8518518519,0.8888888889,L,D,L,L,W,L,-0.7407407407,-0.8518518519,-0.1111111111,-5
NH,0.8518518519,0.5925925926,L,L,W,L,D,L,-1.037037037,-0.8518518519,0.07407407407,4
NH,2.148148148,1.703703704,L,W,D,D,D,W,1.444444444,0.5555555556,0.07407407407,-7
NH,1.259259259,1.925925926,W,D,D,W,L,L,-0.1111111111,1.148148148,0.07407407407,8
H,1.607142857,1.214285714,D,L,W,W,W,L,0.5714285714,-0.5,-0.07142857143,-13
NH,0.9642857143,1.321428571,D,L,D,W,W,D,-0.4285714286,0.1071428571,-0.2142857143,9
